Problem ID,Problem Name,Status,Comment,Rating,Contest Name,Contest Date,Problem Link,Platform,Check,Contest Link,Last Edit
451B,Sort the Array,Solved,,1300,Codeforces Round #258 (Div. 2),"July 24, 2014",https://codeforces.com/contest/451/problem/B,Codeforces,No,https://codeforces.com/contest/451,"May 1, 2022 10:57 PM"
459B,Pashmak and Flowers,Solved,,1300,Codeforces Round #261 (Div. 2),"August 15, 2014",https://codeforces.com/contest/459/problem/B,Codeforces,No,https://codeforces.com/contest/459,"May 1, 2022 10:57 PM"
462B,Appleman and Card Game,Solved,,1300,Codeforces Round #263 (Div. 2),"August 26, 2014",https://codeforces.com/contest/462/problem/B,Codeforces,No,https://codeforces.com/contest/462,"May 1, 2022 10:57 PM"
469B,Chat Online,Solved,,1300,Codeforces Round #268 (Div. 2),"September 20, 2014",https://codeforces.com/contest/469/problem/B,Codeforces,No,https://codeforces.com/contest/469,"May 1, 2022 10:57 PM"
471B,MUH and Important Things,Check,,1300,Codeforces Round #269 (Div. 2),"September 26, 2014",https://codeforces.com/contest/471/problem/B,Codeforces,No,https://codeforces.com/contest/471,"May 4, 2022 11:59 PM"
472B,Design Tutorial: Learn from Life,Check,,1300,Codeforces Round #270,"September 28, 2014",https://codeforces.com/contest/472/problem/B,Codeforces,No,https://codeforces.com/contest/472,"May 6, 2022 2:30 AM"
476B,Dreamoon and WiFi,Solved,,1300,Codeforces Round #272 (Div. 2),"October 12, 2014",https://codeforces.com/contest/476/problem/B,Codeforces,No,https://codeforces.com/contest/476,"May 1, 2022 10:57 PM"
478B,Random Teams,Solved,,1300,Codeforces Round #273 (Div. 2),"October 16, 2014",https://codeforces.com/contest/478/problem/B,Codeforces,No,https://codeforces.com/contest/478,"May 1, 2022 10:57 PM"
485B,Valuable Resources,Solved,,1300,Codeforces Round #276 (Div. 2),"November 5, 2014",https://codeforces.com/contest/485/problem/B,Codeforces,No,https://codeforces.com/contest/485,"May 1, 2022 10:57 PM"
486B,OR in Matrix,Check,,1300,Codeforces Round #277 (Div. 2),"November 11, 2014",https://codeforces.com/contest/486/problem/B,Codeforces,No,https://codeforces.com/contest/486,"May 5, 2022 12:00 AM"
493A,Vasya and Football,Solved,,1300,Codeforces Round #281 (Div. 2),"December 3, 2014",https://codeforces.com/contest/493/problem/A,Codeforces,No,https://codeforces.com/contest/493,"May 1, 2022 10:57 PM"
4C,Registration System,Check,,1300,Codeforces Beta Round #4 (Div. 2 Only),"March 12, 2010",https://codeforces.com/contest/4/problem/C,Codeforces,No,https://codeforces.com/contest/4,"May 5, 2022 5:42 PM"
508B,Anton and currency you all know,Solved,,1300,Codeforces Round #288 (Div. 2),"January 27, 2015",https://codeforces.com/contest/508/problem/B,Codeforces,No,https://codeforces.com/contest/508,"May 1, 2022 10:57 PM"
509B,Painting Pebbles,Solved,,1300,"Codeforces Round #289 (Div. 2, ACM ICPC Rules)","January 31, 2015",https://codeforces.com/contest/509/problem/B,Codeforces,No,https://codeforces.com/contest/509,"May 1, 2022 10:57 PM"
515B,Drazil and His Happy Friends,Check,,1300,Codeforces Round #292 (Div. 2),"February 17, 2015",https://codeforces.com/contest/515/problem/B,Codeforces,No,https://codeforces.com/contest/515,"May 5, 2022 10:19 PM"
519C,A and B and Team Training,Solved,,1300,Codeforces Round #294 (Div. 2),"February 28, 2015",https://codeforces.com/contest/519/problem/C,Codeforces,No,https://codeforces.com/contest/519,"May 1, 2022 10:57 PM"
51A,Cheaterius's Problem,Check,,1300,Codeforces Beta Round #48,"December 28, 2010",https://codeforces.com/contest/51/problem/A,Codeforces,No,https://codeforces.com/contest/51,"May 5, 2022 8:10 PM"
526A,King of Thieves,Check,,1300,ZeptoLab Code Rush 2015,"April 4, 2015",https://codeforces.com/contest/526/problem/A,Codeforces,No,https://codeforces.com/contest/526,"May 5, 2022 8:12 PM"
545D,Queue,Solved,,1300,Codeforces Round #303 (Div. 2),"May 19, 2015",https://codeforces.com/contest/545/problem/D,Codeforces,No,https://codeforces.com/contest/545,"May 1, 2022 10:57 PM"
54A,Presents,Check,,1300,Codeforces Beta Round #50,"January 11, 2011",https://codeforces.com/contest/54/problem/A,Codeforces,No,https://codeforces.com/contest/54,"May 5, 2022 8:14 PM"
558B,Amr and The Large Array,Solved,,1300,Codeforces Round #312 (Div. 2),"July 14, 2015",https://codeforces.com/contest/558/problem/B,Codeforces,No,https://codeforces.com/contest/558,"May 1, 2022 10:57 PM"
567B,Berland National Library,Check,,1300,Codeforces Round #Pi (Div. 2),"August 5, 2015",https://codeforces.com/contest/567/problem/B,Codeforces,No,https://codeforces.com/contest/567,"May 5, 2022 8:16 PM"
56B,Spoilt Permutation,Check,,1300,Codeforces Beta Round #52 (Div. 2),"January 21, 2011",https://codeforces.com/contest/56/problem/B,Codeforces,No,https://codeforces.com/contest/56,"May 5, 2022 2:11 PM"
570B,Simple Game,Solved,,1300,Codeforces Round #316 (Div. 2),"August 13, 2015",https://codeforces.com/contest/570/problem/B,Codeforces,No,https://codeforces.com/contest/570,"May 1, 2022 10:57 PM"
572B,Order Book,Check,,1300,Codeforces Round #317 [AimFund Thanks-Round] (Div. 2),"August 22, 2015",https://codeforces.com/contest/572/problem/B,Codeforces,No,https://codeforces.com/contest/572,"May 5, 2022 12:08 AM"
573A,Bear and Poker,Solved,,1300,Codeforces Round #318 [RussianCodeCup Thanks-Round] (Div. 1),"August 29, 2015",https://codeforces.com/contest/573/problem/A,Codeforces,No,https://codeforces.com/contest/573,"May 1, 2022 10:57 PM"
579B,Finding Team Member,Check,,1300,Codeforces Round #320 (Div. 2) [Bayan Thanks-Round],"September 16, 2015",https://codeforces.com/contest/579/problem/B,Codeforces,No,https://codeforces.com/contest/579,"May 5, 2022 8:16 PM"
57A,Square Earth?,Check,,1300,Codeforces Beta Round #53,"January 25, 2011",https://codeforces.com/contest/57/problem/A,Codeforces,No,https://codeforces.com/contest/57,"May 5, 2022 8:16 PM"
586B,Laurenty and Shop,Check,,1300,Codeforces Round #325 (Div. 2),"October 12, 2015",https://codeforces.com/contest/586/problem/B,Codeforces,No,https://codeforces.com/contest/586,"May 5, 2022 8:17 PM"
588B,Duff in Love,Check,,1300,Codeforces Round #326 (Div. 2),"October 15, 2015",https://codeforces.com/contest/588/problem/B,Codeforces,No,https://codeforces.com/contest/588,"May 5, 2022 10:22 PM"
58B,Coins,Solved,,1300,Codeforces Beta Round #54 (Div. 2),"January 31, 2011",https://codeforces.com/contest/58/problem/B,Codeforces,No,https://codeforces.com/contest/58,"May 1, 2022 10:56 PM"
598B,Queries on a String,Check,,1300,Educational Codeforces Round 1,"November 13, 2015",https://codeforces.com/contest/598/problem/B,Codeforces,No,https://codeforces.com/contest/598,"May 5, 2022 8:18 PM"
600B,Queries about less or equal elements,Check,,1300,Educational Codeforces Round 2,"November 27, 2015",https://codeforces.com/contest/600/problem/B,Codeforces,No,https://codeforces.com/contest/600,"May 5, 2022 5:25 PM"
60A,Where Are My Flakes?,Check,,1300,Codeforces Beta Round #56,"February 19, 2011",https://codeforces.com/contest/60/problem/A,Codeforces,No,https://codeforces.com/contest/60,"May 5, 2022 8:18 PM"
610B,Vika and Squares,Solved,,1300,Codeforces Round #337 (Div. 2),"December 27, 2015",https://codeforces.com/contest/610/problem/B,Codeforces,No,https://codeforces.com/contest/610,"May 1, 2022 10:57 PM"
611B,New Year and Old Property,Check,,1300,Good Bye 2015,"December 30, 2015",https://codeforces.com/contest/611/problem/B,Codeforces,No,https://codeforces.com/contest/611,"May 5, 2022 8:19 PM"
612A,The Text Splitting,Check,,1300,Educational Codeforces Round 4,"December 25, 2015",https://codeforces.com/contest/612/problem/A,Codeforces,No,https://codeforces.com/contest/612,"May 5, 2022 8:19 PM"
617B,Chocolate,Check,,1300,Codeforces Round #340 (Div. 2),"January 23, 2016",https://codeforces.com/contest/617/problem/B,Codeforces,No,https://codeforces.com/contest/617,"May 5, 2022 12:13 AM"
61B,Hard Work,Solved,,1300,Codeforces Beta Round #57 (Div. 2),"February 22, 2011",https://codeforces.com/contest/61/problem/B,Codeforces,No,https://codeforces.com/contest/61,"May 1, 2022 10:56 PM"
621B,Wet Shark and Bishops,Check,,1300,Codeforces Round #341 (Div. 2),"January 31, 2016",https://codeforces.com/contest/621/problem/B,Codeforces,No,https://codeforces.com/contest/621,"May 5, 2022 12:04 AM"
625C,K-special Tables,Solved,,1300,Codeforces Round #342 (Div. 2),"February 7, 2016",https://codeforces.com/contest/625/problem/C,Codeforces,No,https://codeforces.com/contest/625,"May 1, 2022 10:57 PM"
626B,Cards,Check,,1300,8VC Venture Cup 2016 - Elimination Round,"February 13, 2016",https://codeforces.com/contest/626/problem/B,Codeforces,No,https://codeforces.com/contest/626,"May 5, 2022 3:57 PM"
628B,New Skateboard,Check,,1300,Educational Codeforces Round 8,"February 19, 2016",https://codeforces.com/contest/628/problem/B,Codeforces,No,https://codeforces.com/contest/628,"May 5, 2022 3:57 PM"
628C,Bear and String Distance,Check,,1300,Educational Codeforces Round 8,"February 19, 2016",https://codeforces.com/contest/628/problem/C,Codeforces,No,https://codeforces.com/contest/628,"May 5, 2022 11:07 PM"
62A,A Student's Dream,Check,,1300,Codeforces Beta Round #58,"February 25, 2011",https://codeforces.com/contest/62/problem/A,Codeforces,No,https://codeforces.com/contest/62,"May 5, 2022 10:23 PM"
630F,Selection of Personnel,Check,,1300,Experimental Educational Round: VolBIT Formulas Blitz,"February 18, 2016",https://codeforces.com/contest/630/problem/F,Codeforces,No,https://codeforces.com/contest/630,"May 6, 2022 5:05 AM"
630N,Forecast,Check,,1300,Experimental Educational Round: VolBIT Formulas Blitz,"February 18, 2016",https://codeforces.com/contest/630/problem/N,Codeforces,No,https://codeforces.com/contest/630,"May 5, 2022 10:24 PM"
633B,A Trivial Problem,Check,,1300,"Manthan, Codefest 16","February 26, 2016",https://codeforces.com/contest/633/problem/B,Codeforces,No,https://codeforces.com/contest/633,"May 5, 2022 4:45 PM"
634A,Island Puzzle,Check,,1300,8VC Venture Cup 2016 - Final Round (Div. 1 Edition),"February 29, 2016",https://codeforces.com/contest/634/problem/A,Codeforces,No,https://codeforces.com/contest/634,"May 5, 2022 4:47 PM"
64A,Factorial,Check,,1300,Unknown Language Round #1,"February 21, 2011",https://codeforces.com/contest/64/problem/A,Codeforces,No,https://codeforces.com/contest/64,"May 5, 2022 8:22 PM"
653B,Bear and Compressing,Check,,1300,IndiaHacks 2016 - Online Edition (Div. 1 + Div. 2),"March 19, 2016",https://codeforces.com/contest/653/problem/B,Codeforces,No,https://codeforces.com/contest/653,"May 5, 2022 3:54 PM"
659B,Qualifying Contest,Check,,1300,Codeforces Round #346 (Div. 2),"March 30, 2016",https://codeforces.com/contest/659/problem/B,Codeforces,No,https://codeforces.com/contest/659,"May 6, 2022 2:33 AM"
661A,Lazy Caterer Sequence,,,1300,VK Cup 2016 - Wild Card Round 1 (Unofficial Open Online Mirror),"April 10, 2016",https://codeforces.com/contest/661/problem/A,Codeforces,No,https://codeforces.com/contest/661,"March 3, 2022 11:58 PM"
665C,Simple Strings,Check,,1300,Educational Codeforces Round 12,"April 20, 2016",https://codeforces.com/contest/665/problem/C,Codeforces,No,https://codeforces.com/contest/665,"May 5, 2022 3:54 PM"
66A,Petya and Java,Solved,,1300,Codeforces Beta Round #61 (Div. 2),"March 7, 2011",https://codeforces.com/contest/66/problem/A,Codeforces,No,https://codeforces.com/contest/66,"May 1, 2022 10:56 PM"
670C,Cinema,Check,,1300,Codeforces Round #350 (Div. 2),"May 5, 2016",https://codeforces.com/contest/670/problem/C,Codeforces,No,https://codeforces.com/contest/670,"May 6, 2022 2:11 AM"
673B,Problems for Round,Check,,1300,"Codeforces Round #351 (VK Cup 2016 Round 3, Div. 2 Edition)","May 7, 2016",https://codeforces.com/contest/673/problem/B,Codeforces,No,https://codeforces.com/contest/673,"May 6, 2022 2:34 AM"
681B,Economy Game,Check,,1300,Codeforces Round #357 (Div. 2),"June 14, 2016",https://codeforces.com/contest/681/problem/B,Codeforces,No,https://codeforces.com/contest/681,"May 5, 2022 12:00 AM"
690C1,Brain Network (easy),,,1300,"Helvetic Coding Contest 2016 online mirror (teams, unrated)","July 10, 2016",https://codeforces.com/contest/690/problem/C1,Codeforces,No,https://codeforces.com/contest/690,"March 3, 2022 11:59 PM"
690F1,Tree of Life (easy),,,1300,"Helvetic Coding Contest 2016 online mirror (teams, unrated)","July 10, 2016",https://codeforces.com/contest/690/problem/F1,Codeforces,No,https://codeforces.com/contest/690,"March 3, 2022 11:58 PM"
707B,Bakery,Check,,1300,Codeforces Round #368 (Div. 2),"August 20, 2016",https://codeforces.com/contest/707/problem/B,Codeforces,No,https://codeforces.com/contest/707,"May 5, 2022 12:08 AM"
70A,Cookies,Check,,1300,Codeforces Beta Round #64,"March 26, 2011",https://codeforces.com/contest/70/problem/A,Codeforces,No,https://codeforces.com/contest/70,"May 5, 2022 4:01 PM"
716B,Complete the Word,Check,,1300,Codeforces Round #372 (Div. 2),"September 17, 2016",https://codeforces.com/contest/716/problem/B,Codeforces,No,https://codeforces.com/contest/716,"May 5, 2022 1:24 AM"
71B,Progress Bar,Solved,,1300,Codeforces Beta Round #65 (Div. 2),"March 29, 2011",https://codeforces.com/contest/71/problem/B,Codeforces,No,https://codeforces.com/contest/71,"May 1, 2022 10:56 PM"
722A,Broken Clock,,,1300,"Intel Code Challenge Elimination Round (Div. 1 + Div. 2, combined)","October 1, 2016",https://codeforces.com/contest/722/problem/A,Codeforces,No,https://codeforces.com/contest/722,"March 3, 2022 11:59 PM"
730H,Delete Them,,,1300,"2016-2017 ACM-ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)","October 23, 2016",https://codeforces.com/contest/730/problem/H,Codeforces,No,https://codeforces.com/contest/730,"March 3, 2022 11:58 PM"
740A,Alyona and copybooks,Check,,1300,Codeforces Round #381 (Div. 2),"November 23, 2016",https://codeforces.com/contest/740/problem/A,Codeforces,No,https://codeforces.com/contest/740,"May 5, 2022 8:27 PM"
747C,Servers,Check,,1300,Codeforces Round #387 (Div. 2),"December 19, 2016",https://codeforces.com/contest/747/problem/C,Codeforces,No,https://codeforces.com/contest/747,"May 5, 2022 3:16 PM"
750B,New Year and North Pole,,,1300,Good Bye 2016,"December 30, 2016",https://codeforces.com/contest/750/problem/B,Codeforces,No,https://codeforces.com/contest/750,"March 3, 2022 11:58 PM"
755C,PolandBall and Forest,Check,,1300,8VC Venture Cup 2017 - Elimination Round,"January 15, 2017",https://codeforces.com/contest/755/problem/C,Codeforces,No,https://codeforces.com/contest/755,"May 6, 2022 2:13 AM"
761B,Dasha and friends,Check,,1300,Codeforces Round #394 (Div. 2),"January 31, 2017",https://codeforces.com/contest/761/problem/B,Codeforces,No,https://codeforces.com/contest/761,"May 5, 2022 3:13 PM"
770B,Maximize Sum of Digits,,,1300,VK Cup 2017 - Qualification 2,"March 11, 2017",https://codeforces.com/contest/770/problem/B,Codeforces,No,https://codeforces.com/contest/770,"March 3, 2022 11:58 PM"
777B,Game of Credit Cards,Check,,1300,Codeforces Round #401 (Div. 2),"February 24, 2017",https://codeforces.com/contest/777/problem/B,Codeforces,No,https://codeforces.com/contest/777,"May 5, 2022 1:33 AM"
787B,Not Afraid,Check,,1300,Codeforces Round #406 (Div. 2),"March 23, 2017",https://codeforces.com/contest/787/problem/B,Codeforces,No,https://codeforces.com/contest/787,"May 5, 2022 8:28 PM"
792B,Counting-out Rhyme,,,1300,Educational Codeforces Round 18,"March 27, 2017",https://codeforces.com/contest/792/problem/B,Codeforces,No,https://codeforces.com/contest/792,"March 3, 2022 11:58 PM"
796B,Find The Bone,Check,,1300,Codeforces Round #408 (Div. 2),"April 10, 2017",https://codeforces.com/contest/796/problem/B,Codeforces,No,https://codeforces.com/contest/796,"May 6, 2022 2:36 AM"
798B,Mike and strings,Check,,1300,Codeforces Round #410 (Div. 2),"April 21, 2017",https://codeforces.com/contest/798/problem/B,Codeforces,No,https://codeforces.com/contest/798,"May 5, 2022 3:13 PM"
807B,T-Shirt Hunt,Check,,1300,"Codeforces Round #412 (rated, Div. 2, base on VK Cup 2017 Round 3)","May 7, 2017",https://codeforces.com/contest/807/problem/B,Codeforces,No,https://codeforces.com/contest/807,"May 6, 2022 2:37 AM"
808B,Average Sleep Time,,,1300,Educational Codeforces Round 21,"May 15, 2017",https://codeforces.com/contest/808/problem/B,Codeforces,No,https://codeforces.com/contest/808,"March 3, 2022 11:59 PM"
810B,Summer sell-off,Check,,1300,Codeforces Round #415 (Div. 2),"May 21, 2017",https://codeforces.com/contest/810/problem/B,Codeforces,No,https://codeforces.com/contest/810,"May 5, 2022 3:12 PM"
814B,An express train to reveries,Check,,1300,Codeforces Round #418 (Div. 2),"June 7, 2017",https://codeforces.com/contest/814/problem/B,Codeforces,No,https://codeforces.com/contest/814,"May 5, 2022 3:13 PM"
820B,Mister B and Angle in Polygon,Check,,1300,Codeforces Round #421 (Div. 2),"June 27, 2017",https://codeforces.com/contest/820/problem/B,Codeforces,No,https://codeforces.com/contest/820,"May 5, 2022 3:13 PM"
821B,Okabe and Banana Trees,Check,,1300,Codeforces Round #420 (Div. 2),"June 25, 2017",https://codeforces.com/contest/821/problem/B,Codeforces,No,https://codeforces.com/contest/821,"May 5, 2022 10:29 PM"
828B,Black Square,Check,,1300,"Codeforces Round #423 (Div. 2, rated, based on VK Cup Finals)","July 11, 2017",https://codeforces.com/contest/828/problem/B,Codeforces,No,https://codeforces.com/contest/828,"May 6, 2022 2:37 AM"
83A,Magical Array,Solved,,1300,Codeforces Beta Round #72 (Div. 1 Only),"May 13, 2011",https://codeforces.com/contest/83/problem/A,Codeforces,No,https://codeforces.com/contest/83,"May 1, 2022 10:56 PM"
840A,Leha and Function,Check,,1300,Codeforces Round #429 (Div. 1),"August 18, 2017",https://codeforces.com/contest/840/problem/A,Codeforces,No,https://codeforces.com/contest/840,"May 5, 2022 10:30 PM"
844B,Rectangles,Check,,1300,AIM Tech Round 4 (Div. 2),"August 24, 2017",https://codeforces.com/contest/844/problem/B,Codeforces,No,https://codeforces.com/contest/844,"May 5, 2022 3:12 PM"
85A,Domino,Check,,1300,Yandex.Algorithm 2011: Round 1,"May 20, 2011",https://codeforces.com/contest/85/problem/A,Codeforces,No,https://codeforces.com/contest/85,"May 5, 2022 4:48 PM"
862B,Mahmoud and Ehab and the bipartiteness,,,1300,Codeforces Round #435 (Div. 2),"September 19, 2017",https://codeforces.com/contest/862/problem/B,Codeforces,No,https://codeforces.com/contest/862,"March 3, 2022 11:58 PM"
870C,Maximum splitting,Check,,1300,Technocup 2018 - Elimination Round 2,"October 15, 2017",https://codeforces.com/contest/870/problem/C,Codeforces,No,https://codeforces.com/contest/870,"May 6, 2022 2:16 AM"
876B,Divisiblity of Differences,Check,,1300,"Codeforces Round #441 (Div. 2, by Moscow Team Olympiad)","October 16, 2017",https://codeforces.com/contest/876/problem/B,Codeforces,No,https://codeforces.com/contest/876,"May 5, 2022 3:13 PM"
883F,Lost in Transliteration,,,1300,"2017-2018 ACM-ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)","October 21, 2017",https://codeforces.com/contest/883/problem/F,Codeforces,No,https://codeforces.com/contest/883,"March 3, 2022 11:58 PM"
886C,Petya and Catacombs,,,1300,Технокубок 2018 - Отборочный Раунд 3,"November 12, 2017",https://codeforces.com/contest/886/problem/C,Codeforces,No,https://codeforces.com/contest/886,"March 3, 2022 11:58 PM"
887B,Cubes for Masha,Check,,1300,Codeforces Round #444 (Div. 2),"November 3, 2017",https://codeforces.com/contest/887/problem/B,Codeforces,No,https://codeforces.com/contest/887,"May 5, 2022 3:13 PM"
893C,Rumor,Check,,1300,Educational Codeforces Round 33 (Rated for Div. 2),"November 23, 2017",https://codeforces.com/contest/893/problem/C,Codeforces,No,https://codeforces.com/contest/893,"May 6, 2022 2:16 AM"
897B,Chtholly's request,Check,,1300,Codeforces Round #449 (Div. 2),"December 2, 2017",https://codeforces.com/contest/897/problem/B,Codeforces,No,https://codeforces.com/contest/897,"May 5, 2022 3:13 PM"
899C,Dividing the numbers,Check,,1300,Codeforces Round #452 (Div. 2),"December 17, 2017",https://codeforces.com/contest/899/problem/C,Codeforces,No,https://codeforces.com/contest/899,"May 5, 2022 3:16 PM"
900B,Position in Fraction,Check,,1300,Codeforces Round #450 (Div. 2),"December 11, 2017",https://codeforces.com/contest/900/problem/B,Codeforces,No,https://codeforces.com/contest/900,"May 5, 2022 3:13 PM"
907A,Masha and Bears,,,1300,"Codeforces Round #454 (Div. 2, based on Technocup 2018 Elimination Round 4)","December 23, 2017",https://codeforces.com/contest/907/problem/A,Codeforces,No,https://codeforces.com/contest/907,"March 3, 2022 11:58 PM"
909B,Segments,Check,,1300,Codeforces Round #455 (Div. 2),"December 27, 2017",https://codeforces.com/contest/909/problem/B,Codeforces,No,https://codeforces.com/contest/909,"May 5, 2022 3:13 PM"
912B,New Year's Eve,Solved,,1300,Codeforces Round #456 (Div. 2),"January 5, 2018",https://codeforces.com/contest/912/problem/B,Codeforces,No,https://codeforces.com/contest/912,"May 1, 2022 10:57 PM"
915B,Browser,Solved,,1300,Educational Codeforces Round 36 (Rated for Div. 2),"January 13, 2018",https://codeforces.com/contest/915/problem/B,Codeforces,No,https://codeforces.com/contest/915,"May 1, 2022 10:57 PM"
919C,Seat Arrangements,Solved,,1300,Codeforces Round #460 (Div. 2),"January 31, 2018",https://codeforces.com/contest/919/problem/C,Codeforces,No,https://codeforces.com/contest/919,"May 1, 2022 10:57 PM"
922A,Cloning Toys,Solved,,1300,Codeforces Round #461 (Div. 2),"February 7, 2018",https://codeforces.com/contest/922/problem/A,Codeforces,No,https://codeforces.com/contest/922,"May 1, 2022 10:57 PM"
922B,Magic Forest,Solved,,1300,Codeforces Round #461 (Div. 2),"February 7, 2018",https://codeforces.com/contest/922/problem/B,Codeforces,No,https://codeforces.com/contest/922,"May 1, 2022 10:57 PM"
924A,Mystical Mosaic,,,1300,VK Cup 2018 - Round 2,"March 24, 2018",https://codeforces.com/contest/924/problem/A,Codeforces,No,https://codeforces.com/contest/924,"April 27, 2022 4:49 PM"
926A,2-3-numbers,,,1300,VK Cup 2018 - Wild-card Round 1,"March 17, 2018",https://codeforces.com/contest/926/problem/A,Codeforces,No,https://codeforces.com/contest/926,"April 27, 2022 4:49 PM"
929B,Места в самолёте,,,1300,VK Cup 2018 - Квалификация 2,"March 2, 2018",https://codeforces.com/contest/929/problem/B,Codeforces,No,https://codeforces.com/contest/929,"March 9, 2022 4:03 AM"
92B,Binary Number,Solved,,1300,Codeforces Beta Round #75 (Div. 2 Only),"June 20, 2011",https://codeforces.com/contest/92/problem/B,Codeforces,No,https://codeforces.com/contest/92,"May 1, 2022 10:56 PM"
932B,Recursive Queries,Solved,,1300,"ICM Technex 2018 and Codeforces Round #463 (Div. 1 + Div. 2, combined)","February 15, 2018",https://codeforces.com/contest/932/problem/B,Codeforces,No,https://codeforces.com/contest/932,"May 1, 2022 10:57 PM"
946C,String Transformation,Solved,,1300,Educational Codeforces Round 39 (Rated for Div. 2),"March 6, 2018",https://codeforces.com/contest/946/problem/C,Codeforces,No,https://codeforces.com/contest/946,"May 1, 2022 10:57 PM"
94B,Friends,Check,,1300,Codeforces Beta Round #76 (Div. 2 Only),"June 30, 2011",https://codeforces.com/contest/94/problem/B,Codeforces,No,https://codeforces.com/contest/94,"May 5, 2022 2:10 PM"
957A,Tritonic Iridescence,Check,,1300,"Codeforces Round #472 (rated, Div. 2, based on VK Cup 2018 Round 2)","March 24, 2018",https://codeforces.com/contest/957/problem/A,Codeforces,No,https://codeforces.com/contest/957,"May 5, 2022 3:10 PM"
962A,Equator,,,1300,Educational Codeforces Round 42 (Rated for Div. 2),"April 10, 2018",https://codeforces.com/contest/962/problem/A,Codeforces,No,https://codeforces.com/contest/962,"April 27, 2022 4:49 PM"
962B,Students in Railway Carriage,,,1300,Educational Codeforces Round 42 (Rated for Div. 2),"April 10, 2018",https://codeforces.com/contest/962/problem/B,Codeforces,No,https://codeforces.com/contest/962,"April 27, 2022 4:49 PM"
964B,Messages,Check,,1300,Tinkoff Internship Warmup Round 2018 and Codeforces Round #475 (Div. 2),"April 17, 2018",https://codeforces.com/contest/964/problem/B,Codeforces,No,https://codeforces.com/contest/964,"May 5, 2022 3:12 PM"
965B,Battleship,Check,,1300,"Codeforces Round #476 (Div. 2) [Thanks, Telegram!]","April 25, 2018",https://codeforces.com/contest/965/problem/B,Codeforces,No,https://codeforces.com/contest/965,"May 5, 2022 3:13 PM"
96B,Lucky Numbers (easy),Solved,,1300,Codeforces Beta Round #77 (Div. 2 Only),"July 8, 2011",https://codeforces.com/contest/96/problem/B,Codeforces,No,https://codeforces.com/contest/96,"May 1, 2022 10:56 PM"
976B,Lara Croft and the New Game,,,1300,Educational Codeforces Round 43 (Rated for Div. 2),"April 30, 2018",https://codeforces.com/contest/976/problem/B,Codeforces,No,https://codeforces.com/contest/976,"April 27, 2022 4:49 PM"
982B,Bus of Characters,,,1300,Codeforces Round #484 (Div. 2),"May 17, 2018",https://codeforces.com/contest/982/problem/B,Codeforces,No,https://codeforces.com/contest/982,"April 27, 2022 4:49 PM"
996B,World Cup,Check,,1300,"Codeforces Round #492 (Div. 2) [Thanks, uDebug!]","June 24, 2018",https://codeforces.com/contest/996/problem/B,Codeforces,No,https://codeforces.com/contest/996,"May 5, 2022 3:13 PM"
99B,Help Chef Gerasim,Check,,1300,Codeforces Beta Round #78 (Div. 2 Only),"July 22, 2011",https://codeforces.com/contest/99/problem/B,Codeforces,No,https://codeforces.com/contest/99,"May 5, 2022 2:10 PM"
1001B,Generate Bell state,,,1400,Microsoft Q# Coding Contest - Summer 2018 - Warmup,"June 29, 2018",https://codeforces.com/contest/1001/problem/B,Codeforces,No,https://codeforces.com/contest/1001,"March 3, 2022 11:58 PM"
1001C,Generate GHZ state,,,1400,Microsoft Q# Coding Contest - Summer 2018 - Warmup,"June 29, 2018",https://codeforces.com/contest/1001/problem/C,Codeforces,No,https://codeforces.com/contest/1001,"March 3, 2022 11:58 PM"
1001D,Distinguish plus state and minus state,,,1400,Microsoft Q# Coding Contest - Summer 2018 - Warmup,"June 29, 2018",https://codeforces.com/contest/1001/problem/D,Codeforces,No,https://codeforces.com/contest/1001,"March 3, 2022 11:58 PM"
1001G,Oracle for f(x) = k-th element of x,,,1400,Microsoft Q# Coding Contest - Summer 2018 - Warmup,"June 29, 2018",https://codeforces.com/contest/1001/problem/G,Codeforces,No,https://codeforces.com/contest/1001,"March 3, 2022 11:58 PM"
1004C,Sonya and Robots,Check,,1400,Codeforces Round #495 (Div. 2),"July 5, 2018",https://codeforces.com/contest/1004/problem/C,Codeforces,No,https://codeforces.com/contest/1004,"May 5, 2022 3:17 PM"
1009B,Minimum Ternary String,,,1400,Educational Codeforces Round 47 (Rated for Div. 2),"July 14, 2018",https://codeforces.com/contest/1009/problem/B,Codeforces,No,https://codeforces.com/contest/1009,"April 27, 2022 4:49 PM"
100C,A+B,Check,,1400,Unknown Language Round #3,"July 30, 2011",https://codeforces.com/contest/100/problem/C,Codeforces,No,https://codeforces.com/contest/100,"May 5, 2022 7:33 PM"
1046C,Space Formula,,,1400,"Bubble Cup 11 - Finals [Online Mirror, Div. 2]","September 22, 2018",https://codeforces.com/contest/1046/problem/C,Codeforces,No,https://codeforces.com/contest/1046,"April 27, 2022 4:49 PM"
1046F,Splitting money,,,1400,"Bubble Cup 11 - Finals [Online Mirror, Div. 2]","September 22, 2018",https://codeforces.com/contest/1046/problem/F,Codeforces,No,https://codeforces.com/contest/1046,"April 27, 2022 4:49 PM"
